"asv","Kingdom","Phylum","Class","Order","Family","Genus"
"asv002023","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24",NA,NA
"asv002024","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"asv002025","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"asv002026","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002027","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"asv002028","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"asv002029","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"asv002030","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Demequinaceae","Demequina"
"asv002031","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839",NA
"asv002032","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"asv002033","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas"
"asv002034","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"asv002035","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"asv002036","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"asv002037","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207"
"asv002038","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus"
"asv002039","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"asv002040","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002041","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"asv002042","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"asv002043","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"asv002044","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"asv002046","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium"
"asv002047","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"asv002048","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"asv002050","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"asv002051","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"asv002052","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"asv002053","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"asv002054","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"asv002055","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"asv002056","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"asv002057","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"asv002058","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"asv002059","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"asv002062","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae",NA
"asv002064","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"asv002065","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"asv002066","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"asv002067","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella"
"asv002068","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002069","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"asv002070","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"asv002071","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"asv002073","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"asv002074","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"asv002075","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"asv002076","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"asv002077","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"asv002078","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"asv002079","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"asv002080","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"asv002081","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"asv002082","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv002083","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"asv002084","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"asv002086","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"asv002087","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"asv002088","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"asv002089","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"asv002091","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"asv002092","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"asv002094","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"asv002095","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"asv002096","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"asv002097","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"asv002098","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"asv002099","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv002101","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Demequinaceae","Demequina"
"asv002103","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"asv002104","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"asv002105","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12"
"asv002106","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"asv002107","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"asv002108","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae",NA
"asv002109","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv002110","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"asv002111","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002112","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"asv002113","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"asv002114","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f",NA,NA
"asv002115","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"asv002116","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"asv002117","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter"
"asv002118","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"asv002119","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"asv002120","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12"
"asv002121","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002123","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"asv002124","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae",NA
"asv002125","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"asv002126","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv002127","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"asv002129","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"asv002130","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"asv002131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv002132","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"asv002133","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"asv002135","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002136","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002137","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv002138","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002140","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"asv002141","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"asv002142","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"asv002143","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"asv002144","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"asv002145","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"asv002146","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"asv002150","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"asv002151","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"asv002153","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"asv002154","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Ahniella"
"asv002156","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002158","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2"
"asv002161","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002162","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"asv002163","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"asv002164","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"asv002165","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002166","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002167","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"asv002170","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"asv002171","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93",NA
"asv002172","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002173","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002174","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"asv002176","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"asv002177","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv002178","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"asv002179","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"asv002180","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"asv002182","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"asv002183","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv002184","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"asv002186","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Demequinaceae","Demequina"
"asv002188","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aequorivita"
"asv002189","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"asv002190","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"asv002191","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"asv002192","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002194","Bacteria","Desulfobacterota",NA,NA,NA,NA
"asv002196","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"asv002197","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"asv002198","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"asv002199","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv002201","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"asv002202","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"asv002204","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium"
"asv002205","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"asv002206","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"asv002207","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"asv002208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia"
"asv002209","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"asv002210","Bacteria","Desulfobacterota",NA,NA,NA,NA
"asv002211","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"asv002212","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv002213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia"
"asv002214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"asv002215","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa"
"asv002216","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"asv002217","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv002218","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"asv002219","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"asv002220","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"asv002221","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"asv002222","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"asv002223","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"asv002225","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella"
"asv002227","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"asv002228","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella"
"asv002229","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv002230","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"asv002231","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"asv002232","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002234","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"asv002235","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv002237","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella"
"asv002238","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"asv002239","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"asv002240","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"asv002241","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"asv002242","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"asv002243","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"asv002244","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"asv002246","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
